recipe,calories,carbohydrate,sugar,protein,category,servings,high_traffic,calories_per_serving,protein_ratio,carb_ratio,sugar_ratio,high_calorie
665,1056.94,38.09,4.27,46.59,Meat,4,Unknown,264.235,0.5237774030354132,0.42821810005621136,0.04800449690837549,0
666,643.87,0.7,35.74,12.96,Vegetable,6,High,107.31166666666667,0.2623481781376518,0.014170040485829956,0.7234817813765182,0
667,100.39,9.66,24.37,16.97,Vegetable,2,High,50.195,0.33274509803921565,0.18941176470588236,0.47784313725490196,0
668,1271.9,50.13,16.8,19.44,Meat,2,High,635.95,0.2250781521361584,0.5804098645362973,0.1945119833275443,1
669,343.96,23.79,58.88,0.41,Dessert,1,High,343.96,0.004935002407318248,0.28635050553683195,0.7087144920558498,0
670,0.8,12.26,1.33,6.21,Meat,6,Unknown,0.13333333333333333,0.3136363636363636,0.6191919191919192,0.06717171717171717,0
671,481.88,12.74,1.34,51.9,Meat,1,High,481.88,0.7866020006062443,0.1930888147923613,0.020309184601394362,0
672,640.65,8.32,2.04,53.64,Meat,4,Unknown,160.1625,0.838125,0.13,0.031875,0
673,66.03,22.47,4.94,1.78,Vegetable,2,High,33.015,0.06097978759849263,0.7697841726618704,0.16923603973963686,0
674,15.79,11.89,5.08,3.75,Vegetable,4,High,3.9475,0.18098455598455598,0.5738416988416989,0.24517374517374518,0
675,288.55,21.48,4.55,10.8,Meat,4,High,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
676,716.84,15.12,4.17,2.25,Vegetable,6,High,119.47333333333334,0.10445682451253482,0.7019498607242339,0.1935933147632312,0
677,261.88,0.58,12.87,1.76,Beverages,1,Unknown,261.88,0.11571334648257726,0.0381328073635766,0.8461538461538461,0
678,988.66,102.72,3.2,17.35,Breakfast,4,Unknown,247.165,0.14074795165084772,0.8332927719639814,0.025959276385170763,0
679,156.0,20.96,10.28,77.39,Meat,1,High,156.0,0.7124183006535948,0.1929485409187149,0.09463315842769032,0
680,178.95,22.59,4.04,7.04,One Dish Meal,2,High,89.475,0.20908820908820908,0.6709236709236709,0.11998811998811998,0
681,11.57,20.55,0.5,0.02,Beverages,1,Unknown,11.57,0.0009492168960607499,0.9753203607024206,0.023730422401518746,0
682,339.38,5.75,10.19,363.36,Meat,6,High,56.56333333333333,0.957975217505932,0.01515950435011864,0.02686527814394938,0
683,147.24,9.72,0.94,54.0,Meat,4,Unknown,36.81,0.8351376430559851,0.15032477575007736,0.01453758119393752,0
684,288.55,21.48,4.55,10.8,Vegetable,1,High,288.55,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
685,1428.47,19.25,0.13,31.58,Meat,4,Unknown,357.1175,0.619701726844584,0.3777472527472528,0.0025510204081632655,0
686,73.3,7.73,3.95,36.47,Vegetable,6,High,12.216666666666667,0.7574247144340602,0.16053997923156804,0.08203530633437175,0
687,975.9,10.81,3.04,60.25,Meat,4,Unknown,243.975,0.8130904183535763,0.14588394062078275,0.04102564102564103,0
688,249.33,69.42,7.91,11.29,Dessert,4,High,62.3325,0.1273978785827127,0.7833446174678402,0.08925750394944708,0
689,389.31,138.05,7.81,7.94,Vegetable,6,High,64.885,0.051625487646293884,0.897594278283485,0.05078023407022106,0
690,484.65,60.94,1.05,4.45,Vegetable,4,High,121.1625,0.06697772426249247,0.9172185430463576,0.015803732691149912,0
691,278.35,22.25,1.51,17.9,Meat,1,High,278.35,0.4296687469995199,0.5340854536725876,0.036245799327892465,0
692,56.91,107.12,1.91,0.8,Vegetable,4,High,14.2275,0.007283984339433671,0.9753255030501685,0.01739051261039789,0
693,498.56,5.96,2.08,15.44,Breakfast,2,Unknown,249.28,0.657580919931857,0.2538330494037479,0.08858603066439524,0
694,32.92,170.88,52.05,6.27,Dessert,4,High,8.23,0.027356020942408372,0.7455497382198952,0.2270942408376963,0
695,1348.4,152.24,0.15,2.56,One Dish Meal,2,High,674.2,0.01652145853501129,0.9825104872539528,0.0009680542110358178,1
696,891.11,15.2,1.5,286.97,Meat,2,Unknown,445.555,0.9450060921394936,0.05005433529818552,0.00493957256232094,0
697,1694.81,41.54,10.96,32.72,Meat,4,High,423.7025,0.38394743018070876,0.4874442619103497,0.12860830790894157,0
698,92.44,29.29,2.6,27.19,Meat,1,Unknown,92.44,0.46022342586323634,0.4957684495599188,0.044008124576844956,0
699,85.29,46.39,2.78,5.08,Vegetable,2,High,42.645,0.0936405529953917,0.8551152073732718,0.051244239631336404,0
700,628.49,20.86,0.33,17.74,Meat,6,High,104.74833333333333,0.4556896994605703,0.5358335473927563,0.008476753146673519,0
701,112.46,15.54,4.33,26.1,Lunch & Snacks,4,High,28.115,0.5677615836415054,0.3380465520991951,0.09419186425929954,0
702,582.49,12.17,0.13,9.3,Meat,6,Unknown,97.08166666666666,0.4305555555555556,0.5634259259259259,0.0060185185185185185,0
703,521.32,4.88,11.69,32.98,Meat,6,High,86.88666666666667,0.665590312815338,0.09848637739656912,0.23592330978809284,0
704,665.01,11.65,19.16,26.66,Breakfast,4,Unknown,166.2525,0.4638942056725248,0.2027144597181138,0.33339133460936143,0
705,384.96,58.61,0.55,23.38,Meat,2,Unknown,192.48,0.2832566028592198,0.7100799612309184,0.006663435909861886,0
706,458.53,28.89,6.32,92.01,Breakfast,1,Unknown,458.53,0.7232353403552901,0.22708693601634963,0.04967772362836032,0
707,313.53,41.44,5.95,5.07,Breakfast,2,Unknown,156.765,0.09664506290507054,0.7899351887152115,0.11341974837971788,0
708,299.17,20.65,6.34,12.65,Meat,6,High,49.86166666666667,0.3191220988900101,0.5209384460141271,0.15993945509586277,0
709,278.75,39.36,5.05,0.07,Breakfast,1,Unknown,278.75,0.0015737410071942448,0.8848920863309353,0.1135341726618705,0
710,322.89,14.86,0.02,6.84,Lunch & Snacks,6,High,53.815,0.31491712707182323,0.6841620626151013,0.0009208103130755065,0
711,207.57,1.52,4.46,15.05,One Dish Meal,6,High,34.595,0.7156443176414645,0.07227769852591535,0.21207798383262005,0
712,288.55,21.48,4.55,10.8,Lunch & Snacks,4,High,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
713,288.55,21.48,4.55,10.8,Meat,6,High,48.09166666666667,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
714,720.31,6.88,0.76,17.24,Meat,4,High,180.0775,0.6929260450160771,0.2765273311897106,0.03054662379421222,0
715,1044.25,30.87,3.7,5.37,Vegetable,4,High,261.0625,0.13445167751627443,0.7729093640460691,0.09263895843765649,0
716,1335.54,27.82,9.03,8.64,Breakfast,2,Unknown,667.77,0.18993185315453948,0.6115629808749176,0.19850516597054296,1
717,113.37,4.9,1.29,17.08,Meat,6,High,18.895,0.7339922647185216,0.21057155135367428,0.05543618392780404,0
718,999.59,140.22,5.08,0.76,One Dish Meal,1,High,999.59,0.00520334109270163,0.9600164316034506,0.034780227303847736,1
719,915.15,44.8,8.97,14.27,Vegetable,4,High,228.7875,0.20972957084068197,0.6584362139917695,0.13183421516754854,0
720,425.75,162.11,0.64,7.73,Lunch & Snacks,6,High,70.95833333333333,0.045342562177381515,0.9509033317691226,0.0037541060534960115,0
721,239.1,80.83,0.3,23.25,Breakfast,2,High,119.55,0.22274382065529796,0.774382065529795,0.0028741138149070704,0
722,1588.26,67.84,13.43,5.84,Dessert,6,High,264.71,0.06704167144989093,0.7787854436918837,0.1541728848582252,0
723,1070.05,124.16,2.18,50.84,One Dish Meal,6,High,178.34166666666667,0.28693983519584604,0.7007562930353313,0.012303871768822666,0
724,974.61,2.67,4.72,3.08,Meat,4,High,243.6525,0.29417382999044894,0.2550143266475645,0.45081184336198665,0
725,263.94,0.98,7.41,13.08,Meat,4,High,65.985,0.6092221704704239,0.04564508616674429,0.3451327433628319,0
726,27.46,8.3,6.91,18.15,Meat,4,High,6.865,0.5440647482014388,0.24880095923261394,0.20713429256594726,0
727,399.26,96.71,8.6,52.0,Meat,4,High,99.815,0.3305574979340156,0.6147733774076664,0.05466912465831797,0
728,213.77,58.08,1.59,1.19,Beverages,6,Unknown,35.62833333333334,0.019553072625698324,0.954321393361814,0.02612553401248768,0
729,818.53,4.97,1.25,31.59,Lunch & Snacks,4,High,204.6325,0.8354932557524464,0.13144670722031207,0.033060037027241466,0
730,472.11,15.08,24.63,23.21,Breakfast,4,Unknown,118.0275,0.3688811188811189,0.2396694214876033,0.3914494596312778,0
731,241.0,16.83,16.4,1.02,Beverages,2,Unknown,120.5,0.02978102189781022,0.49138686131386855,0.4788321167883211,0
732,712.27,23.3,8.39,54.51,Meat,2,High,356.135,0.6323665893271462,0.2703016241299304,0.09733178654292343,0
733,1228.14,32.54,1.67,7.38,Vegetable,4,High,307.035,0.17744650156287567,0.7823996152921374,0.040153883144986774,0
734,215.03,8.86,1.1,3.77,Meat,1,High,215.03,0.27458120903131833,0.6453022578295703,0.08011653313911145,0
735,54.39,61.77,8.77,12.89,Meat,4,High,13.5975,0.15450077909624835,0.740381157856886,0.10511806304686562,0
736,513.75,65.87,18.63,18.39,Lunch & Snacks,4,Unknown,128.4375,0.1787345709009622,0.6401982699970843,0.18106715910195353,0
737,70.53,17.09,10.64,0.87,Beverages,6,Unknown,11.755,0.030419580419580417,0.5975524475524475,0.37202797202797205,0
738,686.84,17.72,95.75,1.64,Dessert,4,High,171.71,0.014247241768742942,0.1539397098427591,0.831813048388498,0
739,179.24,265.09,0.15,45.29,One Dish Meal,6,High,29.873333333333335,0.14584742214922874,0.8536695327343574,0.0004830451164138731,0
740,88.59,43.72,3.9,30.75,Lunch & Snacks,4,High,22.1475,0.392369529156565,0.5578665305601633,0.049763940283271656,0
741,1402.99,2.13,4.01,19.75,Meat,6,High,233.83166666666668,0.7628427964465044,0.08227114716106604,0.1548860563924295,0
742,92.01,51.29,9.66,1.95,Dessert,4,High,23.0025,0.031001589825119233,0.8154213036565977,0.153577106518283,0
743,1045.25,73.99,0.53,34.94,Meat,1,High,1045.25,0.31920336195870636,0.6759546866435228,0.004841951397770876,1
744,12.99,68.8,3.64,11.38,Lunch & Snacks,1,High,12.99,0.13576712001908856,0.8208064900978287,0.043426389883082804,0
745,263.04,52.87,1.27,19.53,Vegetable,6,High,43.84,0.2651011266458531,0.7176598343966336,0.017239038957513234,0
746,129.07,37.3,2.09,31.57,Meat,2,High,64.535,0.4448985343855693,0.5256482525366403,0.029453213077790297,0
747,548.43,127.12,8.71,24.1,Meat,2,Unknown,274.215,0.1506909272806853,0.7948477458888263,0.05446132683048834,0
748,153.76,14.27,0.21,0.96,Beverages,4,Unknown,38.44,0.0621761658031088,0.924222797927461,0.01360103626943005,0
749,227.88,21.19,15.05,83.9,Meat,4,Unknown,56.97,0.6983519227567837,0.17637755951390044,0.1252705177293158,0
750,288.55,21.48,4.55,10.8,Dessert,4,High,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
751,54.81,12.49,8.26,12.53,Breakfast,6,Unknown,9.135,0.3765024038461538,0.3753004807692308,0.24819711538461536,0
752,32.29,133.9,14.35,0.74,Dessert,6,Unknown,5.381666666666667,0.004966776293710987,0.8987180347674341,0.09631518893885495,0
753,1377.61,18.99,7.93,38.94,One Dish Meal,4,High,344.4025,0.5912541755238384,0.28833890069845125,0.1204069237777103,0
754,1317.56,24.42,26.36,85.79,Meat,4,High,329.39,0.6281760269458886,0.1788094017719851,0.19301457128212637,0
755,69.69,76.09,1.72,99.13,One Dish Meal,2,High,34.845,0.5602464112128405,0.4300327794732678,0.009720809313891715,0
756,790.21,3.92,5.93,23.16,Meat,4,High,197.5525,0.7016055740684641,0.11875189336564677,0.17964253256588913,0
757,1203.79,46.46,1.26,7.99,One Dish Meal,4,Unknown,300.9475,0.1434212888170885,0.8339615867887273,0.022617124394184167,0
758,853.22,24.8,0.9,14.1,Lunch & Snacks,4,Unknown,213.305,0.35427135678391963,0.6231155778894473,0.022613065326633167,0
759,253.63,12.99,5.75,9.5,Vegetable,1,Unknown,253.63,0.3364022662889518,0.459985835694051,0.20361189801699714,0
760,878.7,7.7,3.87,35.12,Meat,6,High,146.45000000000002,0.7521953309059756,0.16491754122938532,0.08288712786463912,0
761,201.19,6.4,56.78,0.13,Beverages,4,Unknown,50.2975,0.002053388090349076,0.10108987521718528,0.8968567366924657,0
762,197.73,224.16,2.97,1.26,Vegetable,2,High,98.865,0.0055168790227242874,0.9814790489951399,0.013004071982135821,0
763,374.75,3.42,18.07,25.39,One Dish Meal,1,High,374.75,0.5415955631399317,0.07295221843003412,0.38545221843003413,0
764,255.77,111.08,14.46,2.17,Meat,1,High,255.77,0.016991621642784435,0.8697831023412419,0.11322527601597371,0
765,474.73,12.78,3.66,1.17,Beverages,4,Unknown,118.6825,0.06643952299829642,0.7257240204429302,0.20783645655877345,0
766,288.55,21.48,4.55,10.8,Meat,1,High,288.55,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
767,217.78,0.62,4.51,0.46,Vegetable,6,High,36.29666666666667,0.08228980322003579,0.11091234347048301,0.8067978533094812,0
768,337.25,31.92,8.0,27.51,One Dish Meal,1,High,337.25,0.4079786445202432,0.4733798012753967,0.11864155420436007,0
769,732.56,8.13,1.98,0.07,Breakfast,4,Unknown,183.14,0.006876227897838899,0.7986247544204321,0.19449901768172884,0
770,573.69,9.55,5.19,7.83,Meat,4,Unknown,143.4225,0.34692069118298624,0.4231280460788658,0.229951262738148,0
771,899.53,55.54,7.64,18.26,Dessert,2,High,449.765,0.22421414538310416,0.6819744597249509,0.09381139489194498,0
772,96.2,7.2,5.51,0.27,Beverages,1,Unknown,96.2,0.020801232665639446,0.5546995377503852,0.4244992295839753,0
773,288.55,21.48,4.55,10.8,One Dish Meal,4,Unknown,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
774,597.75,34.77,4.7,38.26,Meat,1,High,597.75,0.4922166473690981,0.4473176379776148,0.06046571465328702,1
775,48.76,6.27,1.5,0.1,Beverages,6,Unknown,8.126666666666667,0.012706480304955529,0.7966963151207116,0.19059720457433293,0
776,1270.46,10.74,2.19,51.99,Meat,4,High,317.615,0.8008317929759704,0.16543438077634012,0.03373382624768946,0
777,544.51,88.67,14.45,63.94,Breakfast,1,Unknown,544.51,0.3827367412905543,0.5307673889620496,0.08649586974739613,1
778,47.89,17.17,9.89,0.89,Beverages,6,Unknown,7.9816666666666665,0.03184257602862254,0.6143112701252236,0.3538461538461538,0
779,241.29,4.25,7.69,9.87,Lunch & Snacks,6,High,40.214999999999996,0.45254470426409893,0.19486474094452083,0.3525905547913801,0
780,12.25,11.17,7.44,26.89,Meat,6,High,2.0416666666666665,0.590989010989011,0.2454945054945055,0.1635164835164835,0
781,83.42,8.11,0.37,0.36,Beverages,4,Unknown,20.855,0.0407239819004525,0.9174208144796382,0.04185520361990951,0
782,2068.07,34.23,1.46,10.02,Vegetable,1,High,2068.07,0.21920805075475827,0.7488514548238898,0.03194049442135201,1
783,44.15,18.62,1.65,182.63,Meat,1,High,44.15,0.9000985707244947,0.09176934450468212,0.008132084770823065,0
784,529.26,7.54,6.94,25.21,Meat,4,High,132.315,0.63517258755354,0.18997228521038045,0.17485512723607963,0
785,127.84,65.14,1.91,29.65,Lunch & Snacks,4,Unknown,31.96,0.3066184074457084,0.6736297828335057,0.019751809720785937,0
786,23.84,54.51,0.63,0.59,Breakfast,6,High,3.973333333333333,0.010586757581195046,0.9781087385609186,0.011304503857886236,0
787,1160.95,3.69,11.83,33.12,Meat,4,Unknown,290.2375,0.6809210526315789,0.07586348684210525,0.2432154605263158,0
788,100.83,162.91,0.41,5.68,Vegetable,6,High,16.805,0.0336094674556213,0.9639644970414201,0.0024260355029585797,0
789,71.71,51.87,9.8,15.1,Meat,4,High,17.9275,0.1966914159176762,0.6756545525595936,0.12765403152273025,0
790,35.64,92.44,15.83,10.27,One Dish Meal,4,High,8.91,0.08663742196726844,0.7798211574152185,0.1335414206175131,0
791,102.32,46.13,15.64,6.5,Lunch & Snacks,6,Unknown,17.05333333333333,0.0952101948147063,0.675699428738831,0.22909037644646255,0
792,28.99,46.4,7.14,0.22,Beverages,6,Unknown,4.831666666666666,0.004092261904761905,0.8630952380952381,0.1328125,0
793,651.82,63.66,5.25,52.18,One Dish Meal,6,High,108.63666666666667,0.4309191510446775,0.5257246676026096,0.04335618135271286,0
794,633.17,20.0,2.35,26.11,Lunch & Snacks,4,High,158.2925,0.5387948823772183,0.41271151465125877,0.04849360297152291,0
795,481.51,5.99,5.43,28.51,Meat,4,High,120.3775,0.7139994991234662,0.15001252191334838,0.13598797896318557,0
796,41.92,25.28,1.95,14.62,Meat,2,High,20.96,0.34934289127837514,0.6040621266427718,0.04659498207885304,0
797,665.49,15.55,0.77,18.8,Meat,4,High,166.3725,0.5353075170842824,0.4427676537585421,0.021924829157175398,0
798,94.44,13.41,2.48,3.24,Vegetable,4,High,23.61,0.16936748562467327,0.7009932043910088,0.1296393099843178,0
799,100.82,102.44,1.25,33.51,Vegetable,1,High,100.82,0.24424198250728862,0.7466472303206998,0.009110787172011662,0
800,39.82,9.71,19.24,8.5,Dessert,2,Unknown,19.91,0.2269692923898531,0.25927903871829105,0.5137516688918558,0
801,1054.4,25.96,0.43,0.24,Vegetable,6,Unknown,175.73333333333335,0.009012392039053699,0.9748404055576418,0.016147202403304545,0
802,1078.33,13.48,11.42,136.65,Meat,6,High,179.72166666666666,0.8458681522748375,0.08344165892912411,0.07069018879603838,0
803,71.73,25.82,2.41,33.21,Meat,6,Unknown,11.955,0.54052734375,0.42024739583333337,0.03922526041666667,0
804,999.13,51.34,2.82,25.25,Lunch & Snacks,1,High,999.13,0.3179700289636066,0.6465180707719431,0.03551190026445032,1
805,446.58,0.44,0.05,37.28,Meat,4,Unknown,111.645,0.9870267407995763,0.011649457241196716,0.0013238019592268996,0
806,1370.8,0.48,2.15,1.65,Meat,4,Unknown,342.7,0.3855140186915888,0.11214953271028039,0.5023364485981309,0
807,96.49,37.38,3.93,1.24,Vegetable,6,High,16.081666666666667,0.02914218566392479,0.8784958871915394,0.09236192714453584,0
808,73.56,15.61,5.91,4.71,Lunch & Snacks,6,High,12.26,0.17956538314906595,0.5951200914982844,0.22531452535264965,0
809,502.89,3.44,3.9,0.1,Beverages,6,Unknown,83.815,0.013440860215053765,0.4623655913978495,0.5241935483870968,0
810,328.47,6.01,3.9,33.17,Meat,4,Unknown,82.1175,0.769962859795729,0.13950789229340763,0.09052924791086352,0
811,336.13,38.56,75.48,14.64,Dessert,1,Unknown,336.13,0.11377059372085795,0.299658066521604,0.5865713397575381,0
812,1053.49,6.49,10.53,10.27,Vegetable,4,High,263.3725,0.3763283253939172,0.23781604983510446,0.38585562477097834,0
813,550.71,11.53,0.35,0.0,Vegetable,2,High,275.355,0.0,0.9705387205387206,0.029461279461279462,0
814,1245.7,0.08,14.34,3.52,Lunch & Snacks,4,High,311.425,0.19620958751393533,0.004459308807134894,0.7993311036789297,0
815,305.22,41.6,0.18,25.99,Meat,4,Unknown,76.305,0.3835030249372879,0.6138409325660322,0.002656042496679947,0
816,41.52,135.88,6.02,38.49,Breakfast,4,Unknown,10.38,0.21337102943622152,0.7532568324186484,0.033372138145129994,0
817,535.55,0.08,4.4,5.56,One Dish Meal,6,High,89.25833333333333,0.553784860557769,0.007968127490039842,0.4382470119521913,0
818,12.06,41.93,0.84,15.38,Breakfast,1,Unknown,12.06,0.2644883920894239,0.7210662080825451,0.014445399828030952,0
819,208.31,84.21,4.99,43.5,One Dish Meal,6,High,34.718333333333334,0.3278070836473248,0.6345892991710625,0.03760361718161267,0
820,600.24,51.08,18.07,5.91,Dessert,4,High,150.06,0.07873701039168665,0.6805222488675725,0.24074074074074073,0
821,7.63,38.99,5.21,0.64,Vegetable,4,High,1.9075,0.014272970561998215,0.869536128456735,0.11619090098126672,0
822,439.11,38.45,2.72,15.7,Meat,1,High,439.11,0.27606822577809037,0.6761033937049411,0.04782838051696853,0
823,212.15,24.89,1.66,6.13,One Dish Meal,2,High,106.075,0.18757649938800489,0.7616279069767442,0.050795593635250914,0
824,1356.45,8.6,3.33,2.23,Meat,2,High,678.225,0.1574858757062147,0.6073446327683616,0.23516949152542374,1
825,247.89,44.68,2.64,19.94,Meat,1,High,247.89,0.29646149271483796,0.6642878382396669,0.039250669045495096,0
826,12.24,37.13,3.39,0.28,Vegetable,1,High,12.24,0.006862745098039216,0.9100490196078431,0.08308823529411764,0
827,228.51,40.37,5.18,4.55,Vegetable,1,High,228.51,0.0908183632734531,0.8057884231536927,0.1033932135728543,0
828,71.34,38.27,2.88,24.74,Meat,1,High,71.34,0.37547427530733035,0.5808165123691,0.043709212323569585,0
829,414.54,17.84,1.23,7.5,Vegetable,6,High,69.09,0.2822732404968009,0.6714339480617237,0.046292811441475346,0
830,912.77,79.94,1.85,44.36,One Dish Meal,1,High,912.77,0.35164486722156163,0.6336900515259611,0.014665081252477211,1
831,633.79,228.67,1.1,4.14,Vegetable,4,High,158.4475,0.017699115044247787,0.9775982215381985,0.004702663417553761,0
832,674.75,21.48,3.93,23.86,Lunch & Snacks,1,High,674.75,0.48427034706718086,0.4359650903186524,0.07976456261416684,1
833,23.62,49.82,4.97,5.53,Vegetable,4,High,5.905,0.09167771883289125,0.8259283819628648,0.08239389920424403,0
834,86.02,31.49,1.27,6.72,Lunch & Snacks,6,High,14.336666666666666,0.1702127659574468,0.7976190476190477,0.03216818642350557,0
835,108.55,42.6,1.04,1.96,Vegetable,4,High,27.1375,0.04298245614035087,0.9342105263157895,0.02280701754385965,0
836,624.57,3.46,14.41,15.7,Meat,1,Unknown,624.57,0.4676794757223711,0.10306821566875186,0.429252308608877,1
837,953.06,10.38,0.26,13.3,Breakfast,4,Unknown,238.265,0.5555555555555556,0.4335839598997494,0.01086048454469507,0
838,12.63,40.82,0.59,3.41,Vegetable,4,High,3.1575,0.07608210620258812,0.9107541276215974,0.013163766175814365,0
839,727.55,2.81,1.01,28.55,Meat,4,High,181.8875,0.8819894964473277,0.0868087735557615,0.031201729996910715,0
840,340.31,0.41,2.29,10.55,Meat,4,High,85.0775,0.7962264150943397,0.030943396226415093,0.1728301886792453,0
841,84.91,28.31,9.9,41.53,Meat,6,High,14.151666666666666,0.5208176573865061,0.355028843742162,0.12415349887133181,0
842,516.57,36.73,4.34,5.37,Meat,4,Unknown,129.1425,0.11563307493540054,0.7909130060292852,0.0934539190353144,0
843,282.89,114.65,2.51,28.11,Lunch & Snacks,6,High,47.14833333333333,0.19350175535210296,0.7892200729675776,0.017278171680319403,0
844,255.92,157.92,2.18,3.47,Vegetable,4,High,63.98,0.021214159075625117,0.9654582136088524,0.013327627315522408,0
845,805.11,194.26,45.95,4.03,Dessert,4,High,201.2775,0.016500163773337705,0.7953652145430724,0.18813462168358994,0
846,399.59,56.13,5.77,4.81,Dessert,2,Unknown,199.795,0.07210313296357367,0.8414030879928046,0.08649377904362163,0
847,128.46,151.69,8.12,0.76,Dessert,4,Unknown,32.115,0.004733138195179672,0.9446970168773744,0.05056984492744597,0
848,88.17,49.37,0.01,0.4,Beverages,6,Unknown,14.695,0.00803535556448373,0.9917637605464042,0.00020088388911209323,0
849,64.15,6.14,0.27,29.33,Meat,2,High,32.075,0.8206491326245104,0.1717963066592054,0.007554560716284277,0
850,0.64,75.64,3.26,6.95,Breakfast,1,Unknown,0.64,0.0809551543389633,0.8810716365754222,0.03797320908561444,0
851,17.7,78.46,23.19,0.22,Dessert,2,Unknown,8.85,0.0021596151958378326,0.7701973102974379,0.2276430745067243,0
852,288.55,21.48,4.55,10.8,Lunch & Snacks,4,High,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
853,474.05,4.67,1.1,39.11,Meat,1,Unknown,474.05,0.8714349376114082,0.10405525846702318,0.02450980392156863,0
854,406.57,8.78,0.09,0.61,Dessert,6,Unknown,67.76166666666667,0.06434599156118144,0.9261603375527426,0.00949367088607595,0
855,63.05,10.13,5.18,15.16,Lunch & Snacks,6,Unknown,10.508333333333333,0.497538562520512,0.33245815556284875,0.17000328191663933,0
856,143.51,6.17,0.54,5.0,Meat,4,High,35.8775,0.4269854824935952,0.5269000853970964,0.04611443210930828,0
857,362.78,97.21,0.55,21.11,Lunch & Snacks,2,High,181.39,0.17758896273239674,0.8177841339278203,0.004626903339782957,0
858,113.31,11.5,1.73,11.6,Vegetable,2,High,56.655,0.4671768022553363,0.46314941602899723,0.06967378171566653,0
859,388.44,12.89,4.62,13.93,Meat,4,High,97.11,0.4430661577608142,0.40998727735368956,0.14694656488549618,0
860,288.55,21.48,4.55,10.8,One Dish Meal,4,Unknown,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
861,207.96,16.55,76.11,1.19,Dessert,4,Unknown,51.99,0.01267980820458178,0.17634523175279704,0.8109749600426213,0
862,1646.67,9.42,5.12,245.57,Meat,6,High,274.445,0.9441005728345699,0.03621544731075314,0.019683979854676868,0
863,21.09,10.5,4.66,0.02,Beverages,2,Unknown,10.545,0.0013175230566534915,0.691699604743083,0.30698287220026355,0
864,48.5,7.49,0.11,17.24,Breakfast,4,Unknown,12.125,0.6940418679549114,0.30152979066022545,0.004428341384863124,0
865,57.63,7.79,4.95,3.75,Vegetable,4,High,14.4075,0.2274105518496058,0.4724075197089144,0.3001819284414797,0
866,288.55,21.48,4.55,10.8,Lunch & Snacks,6,High,48.09166666666667,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
867,642.71,12.75,2.33,35.22,Meat,2,Unknown,321.355,0.7001988071570576,0.25347912524850896,0.04632206759443341,0
868,307.36,31.39,52.17,10.12,Dessert,6,Unknown,51.22666666666667,0.10802732707087957,0.33507685738684884,0.5568958155422715,0
869,301.49,10.39,14.02,4.94,Lunch & Snacks,4,High,75.3725,0.16831345826235095,0.35400340715502554,0.47768313458262346,0
870,184.32,14.18,7.47,0.04,Beverages,1,Unknown,184.32,0.0018441678192715539,0.6537574919317658,0.34439834024896265,0
871,1471.33,86.51,0.79,0.58,Vegetable,1,High,1471.33,0.006599908966772871,0.9844105598543468,0.008989531178880291,1
872,442.15,5.62,0.79,59.69,One Dish Meal,2,High,221.075,0.9030257186081695,0.08502269288956128,0.011951588502269291,0
873,230.27,9.26,0.43,56.8,One Dish Meal,6,High,38.37833333333334,0.854263799067529,0.13926906301699504,0.006467137915476012,0
874,161.3,35.29,3.23,3.51,Vegetable,6,High,26.883333333333336,0.0835117773019272,0.8396383535569832,0.07684986914108971,0
875,976.87,7.73,3.01,49.04,One Dish Meal,2,High,488.435,0.8203412512546002,0.12930746068919372,0.05035128805620608,0
876,141.66,38.53,2.96,10.13,Vegetable,4,High,35.415,0.1962417667570709,0.7464161177838047,0.05734211545912436,0
877,25.21,0.47,20.64,52.56,Meat,2,High,12.605,0.7134518800054296,0.00637980181892222,0.28016831817564813,0
878,70.25,28.84,4.54,3.96,Breakfast,4,Unknown,17.5625,0.1060524906266738,0.7723620782003213,0.12158543117300481,0
879,88.26,18.58,5.21,99.64,Meat,6,High,14.71,0.8072591752410273,0.15053066515433847,0.0422101596046342,0
880,190.33,22.62,0.51,11.92,Meat,4,Unknown,47.5825,0.34008559201141225,0.6453637660485021,0.01455064194008559,0
881,282.57,9.87,1.9,0.16,Beverages,4,Unknown,70.6425,0.013411567476948869,0.8273260687342833,0.15926236378876782,0
882,219.25,3.19,5.82,12.75,Vegetable,4,High,54.8125,0.5859375,0.14659926470588236,0.2674632352941177,0
883,248.6,24.45,5.37,0.38,Breakfast,1,Unknown,248.6,0.012582781456953643,0.8096026490066225,0.17781456953642386,0
884,343.26,85.06,1.58,19.57,Lunch & Snacks,2,Unknown,171.63,0.184257602862254,0.8008662084549477,0.01487618868279823,0
885,504.09,32.76,1.46,25.73,One Dish Meal,2,Unknown,252.045,0.42919099249374476,0.5464553794829023,0.02435362802335279,0
